latitude	longitude	altitude
46.68745625	-114.03986502777778	1092.934
46.687643111111107	-114.03986491666666	1093.933
46.68784475	-114.03986233333333	1094.826
46.687969222222222	-114.03960466666666	1093.867
46.687951111111104	-114.03979199999999	1094.227
46.687972416666661	-114.03935488888888	1094.596
46.687973527777771	-114.03907383333333	1095.691
46.687974916666661	-114.03879091666667	1096.986
46.687976111111105	-114.03849966666667	1098.246
46.687862277777775	-114.03817858333333	1100.082
46.687725722222218	-114.03817391666666	1100.733
46.687531361111105	-114.03817416666666	1101.675
46.687327999999994	-114.03817472222222	1102.732
46.687964833333332	-114.03826283333333	1099.399
46.687142694444439	-114.03817422222222	1103.692
46.686939916666667	-114.03817536111112	1104.668
46.686753333333328	-114.03817516666666	1105.423
46.686561388888883	-114.03817513888889	1105.873
46.686174944444438	-114.03817516666666	1107.166
46.68598425	-114.03817441666666	1107.69
46.685593444444443	-114.03817491666666	1108.06
46.685789888888884	-114.03817475	1107.83
46.685401444444445	-114.03817505555556	1107.721
46.68520347222222	-114.03817477777777	1107.278
46.685010138888885	-114.03817433333333	1106.569
46.686364055555551	-114.03817533333333	1106.607
46.684820361111107	-114.03817455555556	1105.534
46.684433194444438	-114.03817452777777	1104.205
46.684041111111107	-114.03817477777777	1102.378
46.684236916666663	-114.03817433333333	1103.253
46.683854638888889	-114.03817469444444	1101.847
46.684620361111108	-114.03817483333333	1104.634
46.683654999999995	-114.03817494444445	1101.194
46.683460666666662	-114.03817530555555	1100.666
46.683073027777773	-114.03817675	1100.308
46.682884861111106	-114.03817633333333	1100.47
46.682689611111108	-114.03817597222222	1100.313
46.682493722222219	-114.03817569444445	1100.359
46.683266527777775	-114.03817552777778	1100.255
46.682297055555551	-114.03817580555555	1100.272
46.682108222222219	-114.03817613888889	1100.31
46.68191622222222	-114.03817605555555	1100.352
46.681715749999995	-114.03817555555555	1100.455
46.681525083333334	-114.03817491666666	1100.684
46.681336527777773	-114.03817458333333	1100.785
46.680951833333332	-114.03817475	1100.851
46.680745416666667	-114.0381748611111	1100.9
46.681144416666662	-114.03817438888889	1100.776
46.680567333333329	-114.03817533333333	1101.051
46.680369916666663	-114.03817555555555	1100.876
46.680179499999994	-114.03817613888889	1100.734
46.679982055555556	-114.03817616666666	1100.609
46.679726916666667	-114.03805766666666	1100.423
46.679803416666665	-114.03816616666667	1100.565
46.679716194444445	-114.03784658333333	1100.263
46.679741555555552	-114.03765811111111	1100.161
46.679854361111111	-114.03761416666667	1100.051
46.680017444444445	-114.03761188888889	1099.814
46.680222	-114.03761152777777	1099.576
46.680412138888883	-114.03761188888889	1099.272
46.680603416666663	-114.03761191666666	1098.962
46.680794444444444	-114.03761236111112	1098.581
46.681186499999995	-114.03761266666666	1098.646
46.680991611111111	-114.03761263888889	1098.484
46.68176575	-114.03761211111112	1099.033
46.68137458333333	-114.03761152777777	1098.776
46.681573166666666	-114.03761227777778	1098.753
46.681953222222219	-114.03761222222222	1099.526
46.682343027777776	-114.03761202777778	1100.261
46.682538111111107	-114.03761188888889	1100.538
46.682151999999995	-114.03761261111111	1099.956
46.68292369444444	-114.03761322222222	1102.544
46.68311925	-114.03761266666666	1103.556
46.683315472222219	-114.03761202777778	1104.659
46.682727555555552	-114.03761222222222	1101.538
46.683703861111105	-114.03761177777777	1106.742
46.683895055555553	-114.03761197222222	1107.576
46.684095361111105	-114.03761238888889	1108.864
46.684272972222217	-114.03761219444445	1109.862
46.683505222222216	-114.03761147222222	1105.825
46.684484972222222	-114.03761275	1111.005
46.684661944444443	-114.03761194444444	1111.824
46.684861944444442	-114.03761213888889	1112.342
46.685242333333328	-114.03761205555556	1113.036
46.685630555555555	-114.03761188888889	1113.168
46.685827777777774	-114.037612	1112.976
46.685058361111111	-114.03761205555556	1112.725
46.685443944444444	-114.03761219444445	1113.215
46.686209666666663	-114.03761277777778	1112.798
46.686406999999996	-114.03761230555556	1112.615
46.68660191666666	-114.03761230555556	1113.023
46.686017944444444	-114.03761263888889	1112.928
46.68679755555555	-114.0376116111111	1113.863
46.687180722222216	-114.03761222222222	1115.069
46.68699675	-114.03761175	1114.749
46.687374166666665	-114.03761205555556	1115.464
46.687565916666664	-114.03761241666666	1115.86
46.687758749999993	-114.03761144444444	1116.111
46.687976972222216	-114.03744186111111	1115.733
46.687977972222221	-114.03721475	1116.214
46.687927916666666	-114.03707336111111	1116.529
46.68780725	-114.03704944444445	1116.657
46.6879225	-114.03759083333333	1115.732
46.687421861111105	-114.03704838888889	1117.161
46.687608694444442	-114.037048	1116.97
46.687231861111108	-114.03704855555556	1117.105
46.687034	-114.0370491111111	1117.002
46.686844055555554	-114.03704908333333	1116.847
46.686652111111108	-114.03704902777777	1116.462
46.686455888888887	-114.03704902777777	1115.954
46.685883027777777	-114.037049	1114.711
46.686266666666661	-114.03704880555556	1115.495
46.685680166666664	-114.03704927777778	1113.919
46.6860715	-114.03704858333333	1115.021
46.685497138888884	-114.03704936111112	1112.878
46.685295166666663	-114.0370488611111	1111.849
46.685106055555551	-114.03704872222222	1110.934
46.684718888888888	-114.037049	1109.081
46.684526	-114.03704872222222	1108.218
46.684326444444444	-114.03704875	1107.175
46.684911	-114.03704897222222	1110.006
46.683747694444442	-114.03704838888889	1104.169
46.684138	-114.03704888888889	1106.09
46.683554527777773	-114.03704852777777	1103.456
46.6839405	-114.03704880555556	1105.153
46.683365305555554	-114.03704855555556	1102.733
46.68315425	-114.0370486111111	1102.412
46.682979277777775	-114.0370486111111	1102.202
46.682781388888884	-114.03704847222222	1102.227
46.682593861111108	-114.03704880555556	1102.34
46.682393111111111	-114.03704883333333	1102.325
46.682201611111111	-114.03704894444444	1102.074
46.682010749999996	-114.03704916666666	1102.244
46.681819972222222	-114.03704938888889	1102.358
46.681428722222222	-114.03704847222222	1102.716
46.681617111111109	-114.03704869444444	1102.571
46.68123411111111	-114.03704875	1103.004
46.681043222222222	-114.037049	1103.262
46.680849305555554	-114.03704891666666	1103.363
46.680468777777776	-114.03704961111112	1103.507
46.680658166666667	-114.03704938888889	1103.468
46.680274555555556	-114.03704983333333	1103.523
46.679875861111107	-114.0370488611111	1103.54
46.680078916666666	-114.03705019444445	1103.546
46.67969572222222	-114.03685836111111	1103.063
46.679692333333328	-114.03663280555556	1102.737
46.679742777777776	-114.03701863888888	1103.317
46.679883444444442	-114.03648711111111	1102.066
46.679751722222221	-114.0365031111111	1102.4
46.680080361111109	-114.03648563888889	1101.703
46.680260472222223	-114.03648516666667	1101.406
46.680458027777775	-114.03648566666666	1100.99
46.680651472222223	-114.03648519444444	1100.949
46.681035361111107	-114.03648572222222	1101.471
46.68084258333333	-114.03648583333333	1101.219
46.681236916666663	-114.0364853611111	1101.634
46.681418888888885	-114.03648563888889	1101.747
46.681618638888885	-114.03648558333333	1101.867
46.681818111111106	-114.03648502777777	1101.976
46.682205333333329	-114.03648552777777	1102.397
46.682003027777775	-114.03648519444444	1102.009
46.68259447222222	-114.03648583333333	1103.384
46.682781472222217	-114.03648683333333	1104.07
46.683171972222219	-114.03648652777778	1105.421
46.683366555555551	-114.03648633333333	1106.199
46.682969527777779	-114.03648608333333	1104.653
46.683554444444439	-114.03648591666666	1107.157
46.683934527777772	-114.03648594444444	1109.444
46.682389277777773	-114.03648572222222	1102.858
46.684327888888888	-114.03648525	1111.269
46.68414111111111	-114.03648533333333	1110.403
46.683749666666664	-114.03648625	1108.376
46.684706666666663	-114.03648488888889	1113.761
46.684520972222217	-114.0364845	1112.207
46.684912833333328	-114.03648525	1115.328
46.685484749999993	-114.03648475	1119.215
46.685100027777771	-114.03648513888889	1116.627
46.68531322222222	-114.03648494444444	1118.031
46.685686555555549	-114.03648472222223	1120.395
46.686063527777776	-114.036485	1122.044
46.686267666666666	-114.03648505555556	1122.717
46.686461333333327	-114.03648505555556	1123.805
46.68588	-114.03648466666667	1121.446
46.686843666666661	-114.03648516666667	1126.771
46.687036194444438	-114.03648497222223	1127.483
46.687229194444441	-114.03648588888889	1127.977
46.687608638888882	-114.0364856111111	1128.676
46.687429888888886	-114.03648569444444	1128.345
46.687816638888883	-114.03648511111111	1128.99
46.686652749999993	-114.03648502777777	1125.492
46.687983805555554	-114.03628277777777	1128.995
46.687947083333327	-114.03644583333333	1129.051
46.687982416666664	-114.03606019444445	1128.805
46.687908805555551	-114.03593266666667	1128.357
46.687780416666662	-114.03592088888888	1127.809
46.687578194444441	-114.03592008333334	1126.932
46.687394944444442	-114.03592044444444	1126.091
46.687195861111107	-114.03592105555555	1125.283
46.687001638888887	-114.03592105555555	1124.667
46.686625583333331	-114.035921	1122.909
46.686810722222219	-114.03592144444444	1123.736
46.686420138888884	-114.03592155555556	1121.734
46.686239611111105	-114.03592194444444	1120.653
46.686035416666662	-114.03592211111111	1119.604
46.68584825	-114.03592188888889	1118.296
46.685465972222218	-114.03592186111111	1115.435
46.685263444444438	-114.03592183333333	1114.247
46.685647111111109	-114.03592169444444	1116.731
46.68487283333333	-114.03592205555556	1112.077
46.685076555555554	-114.03592208333333	1113.166
46.68468841666666	-114.03592211111111	1111.034
46.68429141666666	-114.03592238888889	1109.011
46.684495277777778	-114.03592283333333	1110.044
46.684106194444439	-114.03592275	1108.106
46.683911777777773	-114.03592291666666	1107.19
46.683718	-114.0359228611111	1106.651
46.683137944444439	-114.03592263888889	1105.705
46.683527055555551	-114.03592269444444	1106.339
46.682953888888889	-114.03592275	1105.487
46.682757666666667	-114.0359231111111	1105.074
46.683332138888886	-114.03592258333333	1105.951
46.682372444444439	-114.0359231111111	1104.66
46.68256480555555	-114.03592322222222	1104.752
46.682167027777773	-114.0359226111111	1104.62
46.681975694444439	-114.03592294444444	1104.56
46.681790694444445	-114.03592275	1104.469
46.681593722222217	-114.03592272222222	1104.358
46.681399583333331	-114.03592294444444	1104.162
46.681206499999995	-114.03592266666666	1104.299
46.68100997222222	-114.03592263888889	1104.54
46.680823749999995	-114.03592263888889	1104.88
46.68062333333333	-114.03592330555556	1105.081
46.68043675	-114.0359228611111	1105.215
46.680240055555551	-114.0359235	1105.079
46.680045333333332	-114.03592338888889	1104.929
46.67986030555555	-114.03592297222222	1104.825
46.679711416666663	-114.03588533333333	1104.74
46.679671222222218	-114.03573163888889	1104.645
46.679668138888886	-114.03549675	1104.548
46.679729833333333	-114.03537327777778	1104.232
46.679861361111108	-114.03536038888889	1103.835
46.68005458333333	-114.03535927777777	1103.358
46.680239138888886	-114.03535930555556	1102.91
46.680445333333331	-114.03535872222223	1102.474
46.680633972222218	-114.03535902777777	1102.157
46.680821111111108	-114.03535888888889	1102.145
46.681017777777775	-114.03535952777777	1102.253
46.68121686111111	-114.03535916666667	1102.404
46.681607583333331	-114.03535913888889	1102.818
46.681800666666668	-114.03535936111111	1102.923
46.681406388888888	-114.03535916666667	1102.647
46.682194194444442	-114.03535980555556	1104.251
46.681985611111109	-114.0353598611111	1103.411
46.682370194444445	-114.03535983333333	1104.959
46.682574611111107	-114.03535983333333	1105.671
46.682754111111109	-114.03536022222222	1106.272
46.682950916666663	-114.03535922222223	1107.26
46.683140305555554	-114.03535941666667	1108.306
46.683337972222219	-114.03535938888889	1109.507
46.683724472222217	-114.03535925	1111.687
46.683527055555551	-114.03535922222223	1110.676
46.683918111111105	-114.03535955555556	1112.607
46.684108944444439	-114.03535938888889	1113.371
46.684297861111105	-114.03535933333333	1114.03
46.684502249999994	-114.0353595	1114.785
46.684886444444444	-114.03535891666667	1116.935
46.685276583333327	-114.03536008333333	1119.658
46.685072083333331	-114.03535947222223	1118.156
46.685462111111107	-114.03536013888889	1121.454
46.685650305555555	-114.03535977777777	1123.066
46.68469119444444	-114.03535930555556	1115.615
46.685848861111111	-114.03535916666667	1124.45
46.686047194444441	-114.03535947222223	1126.453
46.686231166666666	-114.03535913888889	1127.754
46.686449416666662	-114.03535833333333	1128.89
46.686619777777771	-114.03535872222223	1130.494
46.687009166666662	-114.03535797222222	1134.516
46.68720036111111	-114.03535788888888	1135.558
46.686820638888882	-114.03535825	1132.677
46.687393944444445	-114.03535819444444	1136.069
46.687785194444444	-114.03535872222223	1135.839
46.687937805555549	-114.03533436111111	1135.372
46.687595166666661	-114.03535844444444	1136.069
46.687933916666665	-114.03481586111111	1134.59
46.687987666666665	-114.03517886111111	1134.795
46.68762647222222	-114.03479363888889	1134.608
46.687802749999996	-114.034794	1135.004
46.687988444444443	-114.03496386111111	1134.276
46.687234805555555	-114.03479480555555	1132.023
46.687410055555553	-114.03479408333334	1133.232
46.687041333333333	-114.03479527777777	1130.677
46.686849749999993	-114.03479469444444	1129.473
46.686661861111105	-114.03479508333334	1128.329
46.686268388888884	-114.03479555555555	1125.593
46.686462166666665	-114.03479508333334	1126.982
46.685882916666664	-114.03479555555555	1123.374
46.685685694444444	-114.03479608333333	1122.059
46.686071472222217	-114.03479558333333	1124.61
46.68510222222222	-114.03479583333333	1118.385
46.685494194444438	-114.03479619444444	1120.679
46.684916638888886	-114.03479583333333	1117.106
46.684715166666663	-114.03479580555555	1115.732
46.684532805555556	-114.03479611111111	1114.66
46.684327861111107	-114.03479616666667	1113.356
46.684140416666665	-114.03479605555556	1112.298
46.683949527777777	-114.03479613888889	1111.331
46.683743944444444	-114.03479622222223	1110.188
46.68356105555555	-114.03479616666667	1109.133
46.683363111111106	-114.03479608333333	1108.156
46.68316733333333	-114.03479616666667	1107.216
46.682974388888887	-114.03479594444444	1106.396
46.682784916666662	-114.03479633333333	1105.918
46.68258619444444	-114.03479594444444	1105.6
46.6824015	-114.03479536111111	1105.253
46.682207444444444	-114.03479588888889	1105.05
46.682014777777773	-114.03479630555556	1104.922
46.681815111111106	-114.03479611111111	1104.845
46.681630111111112	-114.03479616666667	1104.787
46.681428999999994	-114.03479630555556	1104.864
46.681244166666666	-114.03479586111111	1105.011
46.681037472222222	-114.03479536111111	1105.333
46.680853027777772	-114.03479588888889	1105.634
46.680662305555551	-114.03479563888888	1105.897
46.680463749999994	-114.03479602777777	1106.136
46.680266222222222	-114.03479605555556	1106.292
46.680081111111107	-114.03479605555556	1106.254
46.679886833333327	-114.03479630555556	1106.012
46.679718944444446	-114.03478288888888	1105.78
46.679649805555556	-114.03465925	1105.581
46.67964113888889	-114.03444113888888	1105.294
46.679676611111105	-114.03426875	1105.132
46.67979419444444	-114.03423483333333	1104.903
46.679965499999994	-114.03423238888888	1104.665
46.685300333333331	-114.03479577777777	1119.383
46.680354722222219	-114.03423219444444	1104.344
46.680565138888888	-114.03423238888888	1104.24
46.680741444444443	-114.03423244444444	1104.176
46.680167416666663	-114.03423205555555	1104.5
46.680939083333328	-114.03423241666667	1104.145
46.681135416666663	-114.03423288888888	1104.368
46.681510472222222	-114.03423327777777	1105.099
46.681319972222219	-114.03423344444444	1104.735
46.681710027777775	-114.03423311111111	1105.597
46.681907305555555	-114.0342325	1106.265
46.682095972222221	-114.03423266666667	1106.991
46.682292194444443	-114.03423219444444	1107.787
46.682478055555556	-114.03423280555555	1108.394
46.682902305555551	-114.03423263888888	1110.071
46.683057777777776	-114.03423266666667	1110.929
46.683257166666664	-114.03423294444444	1111.861
46.682680277777777	-114.03423263888888	1108.869
46.683445666666664	-114.03423275	1112.945
46.68364283333333	-114.03423297222223	1114.015
46.683833555555552	-114.03423297222223	1115.065
46.684218222222221	-114.03423338888889	1117.239
46.684421666666665	-114.03423316666667	1118.482
46.684607472222218	-114.03423338888889	1119.723
46.684049055555555	-114.03423288888888	1116.226
46.684797527777775	-114.03423347222223	1121.151
46.685186055555555	-114.03423261111111	1123.411
46.685375972222218	-114.03423175	1124.811
46.684991166666663	-114.03423311111111	1122.039
46.685575611111105	-114.03423297222223	1126.598
46.685955194444439	-114.03423316666667	1130.841
46.685759277777777	-114.03423275	1128.448
46.686159305555549	-114.03423238888888	1132.988
46.68654319444444	-114.03423313888889	1137.344
46.686345777777774	-114.03423183333334	1134.658
46.686732083333332	-114.03423238888888	1140.136
46.687117944444438	-114.03423213888888	1144.716
46.686929777777777	-114.03423166666667	1142.455
46.687340416666665	-114.03423211111111	1147.127
46.687500861111111	-114.03423202777778	1147.194
46.687711888888884	-114.03423227777778	1147.043
46.687891083333326	-114.03422658333334	1146.978
46.6879825	-114.03413972222222	1146.251
46.687994805555554	-114.03394975	1145.887
46.687976	-114.03373405555556	1146.447
46.687871694444439	-114.033671	1146.852
46.687717027777772	-114.03366822222222	1145.943
46.6875065	-114.03366833333334	1144.015
46.687134388888886	-114.03366855555555	1140.576
46.68694572222222	-114.03366838888888	1138.807
46.686750277777776	-114.03366836111111	1137.122
46.686355638888884	-114.03366877777778	1133.743
46.687329999999996	-114.03366872222222	1142.325
46.68655561111111	-114.0336685	1135.474
46.685979111111109	-114.03366858333334	1130.904
46.686169666666665	-114.03366872222222	1132.247
46.685571499999995	-114.03366936111111	1127.898
46.685771111111109	-114.03366919444444	1129.477
46.685394555555554	-114.03366941666667	1126.222
46.685197499999994	-114.03366927777778	1124.194
46.685006527777773	-114.03366944444444	1122.782
46.684810666666664	-114.03366975	1121.531
46.684425499999996	-114.03366930555555	1119.308
46.684626916666666	-114.03366975	1120.523
46.684237833333327	-114.03366997222221	1118.458
46.684036388888885	-114.03366966666667	1117.533
46.68365375	-114.03366988888888	1115.408
46.683847666666665	-114.03367	1116.506
46.683464916666665	-114.03366972222221	1114.182
46.683263611111109	-114.03366922222222	1113.344
46.683082	-114.03366916666667	1112.511
46.682875055555556	-114.03366894444444	1111.546
46.682687333333334	-114.03366888888888	1110.929
46.68249622222222	-114.03366919444444	1110.917
46.6823055	-114.03366944444444	1110.602
46.682103777777776	-114.03366911111111	1110.097
46.68191975	-114.03366963888888	1109.69
46.681726583333329	-114.03366975	1109.253
46.681531916666664	-114.03366955555555	1109.225
46.681338027777777	-114.03366941666667	1109.206
46.681147777777774	-114.03366986111111	1109.202
46.680954416666665	-114.03367005555555	1109.255
46.680764888888888	-114.03367019444444	1109.166
46.680560916666664	-114.03367033333333	1109.102
46.680367805555555	-114.03367	1109.01
46.68018136111111	-114.03367016666667	1108.97
46.67995638888889	-114.03366983333333	1108.909
46.679797416666666	-114.03366938888888	1108.854
46.679655027777777	-114.03362363888888	1108.795
46.679620638888885	-114.03346613888888	1108.763
46.679690305555553	-114.03311816666667	1108.544
46.679619333333328	-114.03323225	1108.804
46.679830388888888	-114.03310727777777	1108.296
46.680013444444441	-114.03310580555555	1108.18
46.680229861111108	-114.03310591666667	1108.003
46.680396611111107	-114.03310658333334	1107.901
46.680599583333333	-114.03310633333334	1107.838
46.68078355555555	-114.03310666666667	1108.068
46.680986472222223	-114.03310655555555	1108.435
46.681170972222219	-114.03310622222222	1108.812
46.681371111111112	-114.03310630555555	1109.324
46.681562472222218	-114.03310608333334	1109.841
46.681944055555554	-114.03310633333334	1110.94
46.68175872222222	-114.03310591666667	1110.42
46.682147805555552	-114.03310566666667	1111.326
46.682333666666665	-114.03310572222222	1112.135
46.682719777777777	-114.03310566666667	1113.75
46.682911444444443	-114.03310597222222	1114.607
46.682530888888884	-114.03310594444444	1112.977
46.683101555555552	-114.03310683333333	1115.614
46.683306805555553	-114.03310708333333	1117.136
46.6834905	-114.03310697222223	1118.177
46.68368536111111	-114.03310647222222	1119.116
46.684074277777775	-114.03310644444444	1121.175
46.68426922222222	-114.03310647222222	1122.613
46.684462499999995	-114.03310655555555	1124.149
46.684652388888885	-114.03310655555555	1125.897
46.683886527777773	-114.03310630555555	1120.285
46.684856527777775	-114.03310683333333	1127.626
46.685233777777775	-114.03310633333334	1130.417
46.685617333333333	-114.03310591666667	1134.315
46.6850385	-114.03310647222222	1129.002
46.685806444444438	-114.03310541666667	1136.422
46.685423027777773	-114.03310605555555	1132.17
46.686196555555554	-114.03310547222222	1140.344
46.686015527777776	-114.03310502777778	1138.644
46.686404583333328	-114.03310566666667	1142.694
46.686591222222219	-114.03310597222222	1144.354
46.686784555555555	-114.033106	1146.015
46.686978166666663	-114.03310586111111	1148.074
46.687168194444439	-114.03310588888888	1150.168
46.687353333333327	-114.033106	1151.795
46.687562055555553	-114.03310563888888	1153.3
46.687752805555554	-114.03310544444444	1154.076
46.687932555555555	-114.03309083333333	1154.757
46.687993944444443	-114.03297752777777	1154.609
46.687999972222222	-114.03276719444445	1155.02
46.687854305555554	-114.03254338888888	1156.067
46.687965916666663	-114.032585	1155.93
46.687667999999995	-114.03254138888889	1154.45
46.687487555555549	-114.03254163888889	1152.758
46.687281444444444	-114.03254172222222	1150.791
46.687087972222216	-114.03254208333333	1148.858
46.68690375	-114.03254244444445	1147.077
46.686711416666661	-114.03254269444444	1145.109
46.686511083333329	-114.03254294444444	1143.112
46.686312972222218	-114.03254327777778	1141.363
46.686128361111109	-114.03254313888888	1139.897
46.685936	-114.03254280555555	1138.451
46.685749527777773	-114.03254286111111	1136.914
46.685553472222217	-114.03254269444444	1135.126
46.685357944444441	-114.03254325	1133.412
46.685156722222217	-114.032543	1131.389
46.68497130555555	-114.03254291666667	1129.725
46.684763305555549	-114.03254255555555	1128.56
46.684589749999994	-114.03254241666667	1127.516
46.684385777777777	-114.03254208333333	1126.576
46.684185083333332	-114.03254186111111	1125.474
46.684009777777774	-114.03254188888889	1124.342
46.683799333333333	-114.03254244444445	1122.925
46.683619805555551	-114.03254230555555	1121.773
46.683411611111104	-114.03254216666667	1120.56
46.683232527777776	-114.03254197222222	1119.63
46.683039583333333	-114.03254216666667	1118.747
46.682844611111108	-114.03254233333334	1117.924
46.68246025	-114.03254219444445	1116.532
46.682655916666661	-114.03254211111111	1117.202
46.682267444444442	-114.03254272222222	1115.976
46.68207175	-114.03254286111111	1115.586
46.681675944444443	-114.03254294444444	1114.755
46.68149422222222	-114.03254319444444	1114.347
46.681882944444439	-114.03254291666667	1115.237
46.681110999999994	-114.03254269444444	1113.764
46.68129038888889	-114.03254275	1114.025
46.680907	-114.03254277777778	1113.58
46.680706416666666	-114.03254302777778	1113.529
46.680523944444445	-114.03254272222222	1113.515
46.680321333333332	-114.03254333333334	1113.309
46.680143333333334	-114.03254369444444	1113.188
46.679945305555556	-114.03254375	1113.255
46.67974672222222	-114.03254255555555	1113.361
46.679627694444441	-114.03249288888888	1113.42
46.679595361111112	-114.03232319444444	1113.412
46.679595777777777	-114.03209288888888	1113.584
46.679677444444444	-114.03198875	1113.456
46.679820138888886	-114.0319805	1113.27
46.680018527777776	-114.03197955555555	1113.55
46.680202333333334	-114.03197952777778	1114.07
46.680588944444445	-114.03198011111111	1113.795
46.6807915	-114.03198016666667	1114.275
46.680974694444444	-114.03197994444444	1114.785
46.680402722222219	-114.03197983333334	1113.934
46.681175138888889	-114.03197966666667	1115.292
46.68136033333333	-114.03197958333334	1115.697
46.681563472222223	-114.03197997222222	1116.339
46.68174525	-114.03197958333334	1117.164
46.681944527777773	-114.03197986111111	1117.755
46.682133805555551	-114.03197980555555	1118.219
46.682336166666666	-114.03197969444444	1118.967
46.682517722222222	-114.03197963888888	1119.835
46.682719027777779	-114.03197930555555	1120.666
46.682917749999994	-114.03197902777778	1121.449
46.683097166666663	-114.03197938888889	1122.429
46.6832995	-114.03197966666667	1123.888
46.683489944444439	-114.03197869444445	1125.077
46.683896027777777	-114.03197855555555	1127.327
46.68367794444444	-114.03197861111111	1126.083
46.684066722222219	-114.03197855555555	1128.808
46.684278166666665	-114.03197916666666	1130.681
46.684450722222216	-114.03197905555555	1132.347
46.684658972222216	-114.03197919444445	1134.317
46.68484155555555	-114.03197916666666	1135.964
46.685033749999995	-114.03198005555555	1137.462
46.685229416666665	-114.03198066666667	1138.927
46.685461138888883	-114.03198166666667	1140.735
46.685621416666663	-114.031981	1142.527
46.685622305555555	-114.03197875	1140.415
46.685808138888888	-114.03197930555555	1142.105
